progress,x,y
0.19225,-660.2320497860828,-100.79354880703944
0.19275,-663.0806061530607,-101.18266715109323
0.19325,-665.9329817006512,-101.55494791572883
0.19375,-668.7884376942793,-101.90168735311343
0.19425,-671.6486698158017,-102.22799901039284
0.19475,-674.5120043307493,-102.53012473413146
0.19525,-677.3832301372008,-102.81396872240126
0.19575,-680.2531589915948,-103.07025661956352
0.19625,-683.1219038220332,-103.3170473557091
0.19675,-685.9965087586925,-103.52735034643653
0.19725,-688.8742447440723,-103.72580884446025
0.19775,-691.7544153940222,-103.89681184824762
0.19825,-694.6256519531619,-104.0608614760392
0.19875,-697.4954334858467,-104.19520863425731
0.19925,-700.3679093745451,-104.31116105231352
0.19975,-703.2390797033592,-104.40606365477574
0.20025,-706.1085698905913,-104.48288296449827
0.20075,-708.9800752669354,-104.54329645423435
0.20125,-711.8622611813794,-104.5749009787421
0.20175,-714.7513962912437,-104.60337783708711
0.20225,-717.6329972470382,-104.61530328511577
0.20275,-720.5101682659836,-104.6010682620743
0.20325,-723.3870126349705,-104.57201291402677
0.20375,-726.2640409829665,-104.52691027473058
0.20425,-729.1439357561251,-104.47655836857223
0.20475,-732.0197038052802,-104.40582872187483
0.20525,-734.8956014346584,-104.31963932364809
0.20575,-737.7761460816896,-104.22676274580797
0.20625,-740.652355759109,-104.1139455415069
0.20675,-743.5360258213614,-103.99147864846785
0.20725,-746.4164559288884,-103.86672165922053
0.20775,-749.2873460125204,-103.72028438323488
0.20825,-752.1589472280416,-103.57784679557709
0.20875,-755.0284155673487,-103.41837367729752
0.20925,-757.8944251252938,-103.25104881577911
0.20975,-760.7612454017915,-103.07525772514931
0.21025,-763.6286801176132,-102.89967265241054
0.21075,-766.4925510853552,-102.70717705123752
0.21125,-769.3611419172737,-102.51148944512546
0.21175,-772.2271365409296,-102.30209876412187
0.21225,-775.0858235811106,-102.09914460452934
0.21275,-777.9473016898723,-101.87442937069696
0.21325,-780.8062250894528,-101.65603328560758
0.21375,-783.6676710430465,-101.41906214808635
0.21425,-786.5350011065565,-101.17897159913333
0.21475,-789.4067506260619,-100.93829994571274
0.21525,-792.2713862294073,-100.68109564463747
0.21575,-795.1348245172089,-100.41480918067697
0.21625,-797.9999977549628,-100.15194538139383
0.21675,-800.8550498116279,-99.87040928308353
0.21725,-803.7143329657497,-99.58007441365189
0.21775,-806.5723019024282,-99.27948660003182
0.21825,-809.4230142680196,-98.97378498712858
0.21875,-812.2781307983485,-98.65683329705296
0.21925,-815.1327280037995,-98.32832717319579
0.21975,-817.9766748728698,-97.98746695814202
0.22025,-820.8262886220627,-97.63436070021109
0.22075,-823.6805018485719,-97.2608397219273
0.22125,-826.5302867948085,-96.87933165741117
0.22175,-829.3738735843631,-96.47727174957706
0.22225,-832.217937467981,-96.05799091466245
0.22275,-835.0566471454003,-95.62917371036139
0.22325,-837.8912274918758,-95.186046470218
0.22375,-840.7198066009389,-94.70673157006439
0.22425,-843.5529536949018,-94.21446085532689
0.22475,-846.3784495133009,-93.70805942163514
0.22525,-849.1990844339359,-93.17810550458444
0.22575,-852.0176029524544,-92.61143251280708
0.22625,-854.8333018771856,-92.03715025474257
0.22675,-857.641838002445,-91.44635795140357
0.22725,-860.4403382854105,-90.80799537830416
0.22775,-863.2374919856003,-90.15260538529508
0.22825,-866.0297054414409,-89.48689281164083
0.22875,-868.8125854751748,-88.77968429382508
0.22925,-871.5935335759772,-88.05015068751331
0.22975,-874.365237028156,-87.2980624022841
0.23025,-877.1277967653125,-86.50948265318016
0.23075,-879.8847719568228,-85.71052207970345
0.23125,-882.6324799364493,-84.87534381145218
0.23175,-885.369267483009,-84.00443721225336
0.23225,-888.0991360612647,-83.12228667461896
0.23275,-890.8103666466889,-82.208313300323
0.23325,-893.5162743000728,-81.26432595054438
0.23375,-896.2295941925461,-80.29009207957664
0.23425,-898.9325634007571,-79.29023137576432
0.23475,-901.6158572021486,-78.2645292884778
0.23525,-904.2917039763422,-77.20825240675737
0.23575,-906.9518956546965,-76.12634637590182
0.23625,-909.5993102657022,-75.02690140436482
0.23675,-912.2330199431217,-73.89426968393471
0.23725,-914.8624439062552,-72.74932959176881
0.23775,-917.4751174306734,-71.55953232821145
0.23825,-920.0842213733258,-70.34017748950177
0.23875,-922.6843557819279,-69.10711297337272
0.23925,-925.2710514637849,-67.85425583051558
0.23975,-927.839868668086,-66.56882888554405
0.24025,-930.4070849165925,-65.2604991364401
0.24075,-932.9630564987738,-63.92761319173965
0.24125,-935.4979653996102,-62.58227717023427
0.24175,-938.0217407879016,-61.202541507151835
0.24225,-940.5353891561341,-59.79126250319032
0.24275,-943.0414408444948,-58.37566091858365
0.24325,-945.5267961048785,-56.93775832528826
0.24375,-947.9961087761835,-55.46697401156277
0.24425,-950.459085794948,-53.98640264323049
0.24475,-952.904774177828,-52.469265810002575
0.24525,-955.3461503887538,-50.939496510092454
0.24575,-957.7663116790764,-49.3837303810602
0.24625,-960.1708657587728,-47.805141671382785
0.24675,-962.5585171453038,-46.217087342010956
0.24725,-964.9383745428081,-44.59833281380672
0.24775,-967.3117616395823,-42.94772797509704
0.24825,-969.6681449814496,-41.28044174877856
0.24875,-972.0031109839797,-39.59856081898728
0.24925,-974.3143760061175,-37.90088529716565
0.24975,-976.6095641781604,-36.171514329423715
0.25025,-978.8963652534294,-34.4186003509291
0.25075,-981.173717403967,-32.65009228641296
0.25125,-983.4282335329992,-30.86500626490759
0.25175,-985.6590429714701,-29.0549256197463
0.25225,-987.8853870574915,-27.212097662757053
0.25275,-990.0948673442298,-25.34650626490759
0.25325,-992.2771698747497,-23.47917422513073
0.25375,-994.4387806696052,-21.59317802019714
0.25425,-996.5810073721142,-19.668867984354847
0.25475,-998.7105772645873,-17.721161891164883
0.25525,-1000.8233202542563,-15.760106862701887
0.25575,-1002.9168208516278,-13.783834461268196
